FlyBase ID,Symbol,baseMean,log2FoldChange,Unnamed: 4,lfcSE,stat,pvalue,padj
FBgn0029823,CG3011,2557.94929509968,-1.2138523276126798,0.43111589871288397,0.09781409671658199,-12.4097892671835,2.31e-35,2.4199999999999998e-32
FBgn0016675,Lectin-galC1,1128.15145490969,-1.21174541325586,0.431745961084252,0.105215318664486,-11.516815504022901,1.09e-30,8.67e-28
FBgn0024294,Spn43Aa,73.6642333101042,-1.1825295957126298,0.440578318350615,0.193485510476394,-6.111721713946659,9.86e-10,8.75e-08
FBgn0038714,Cpr92A,98.15568709311192,-1.1594058250236001,0.44769688177826894,0.183305508007951,-6.32499174532882,2.53e-10,2.3500000000000002e-08
FBgn0031925,Cyp4d21,746.541780522494,-1.15389568222633,0.449410057880233,0.137999483205684,-8.36159422790362,6.19e-17,1.42e-14
FBgn0036023,CG18179,630.98904233169,-1.15238943543499,0.44987950979639096,0.21233335539269102,-5.427265223138139,5.7199999999999996e-08,3.79e-06
FBgn0004577,Pxd,282.22431435358,-1.1492712504948401,0.45085291342786604,0.14764134237309198,-7.78421024912257,7.0200000000000005e-15,1.29e-12
FBgn0028544,CG16884,3489.45900953709,-1.14039944709561,0.45363396008153295,0.11415971372154199,-9.98950864468061,1.69e-23,6.759999999999999e-21
FBgn0032067,LManIV,47.563036533431905,-1.1371739845206101,0.454649293307882,0.207525112561089,-5.47969337535406,4.26e-08,2.89e-06
FBgn0034563,CG15649,130.403105638401,-1.13619873598965,0.454956735936036,0.17127745035195802,-6.63367380618333,3.27e-11,3.6099999999999997e-09
FBgn0036549,CG10516,860.589442009913,-1.1250595196592,0.4584831060863271,0.116068707307213,-9.69304772802689,3.23e-22,1.1199999999999999e-19
FBgn0036553,CG17027,518.522004061,-1.12453140234506,0.458650970522714,0.11778669268297899,-9.54718548190943,1.3300000000000001e-21,4.21e-19
FBgn0250843,Prosalpha6,864.8779099437401,-1.1153570275751499,0.461576913564165,0.116605812136881,-9.565192395949019,1.12e-21,3.6200000000000003e-19
FBgn0036597,CG4962,929.316917736776,-1.11378192675281,0.46208112767545395,0.1236508832974,-9.00747246644396,2.1100000000000002e-19,5.729999999999999e-17
FBgn0036969,Spn77Bb,5776.876724351329,-1.1027091185181999,0.46564128476002203,0.119984600812928,-9.19042202955248,3.9100000000000004e-20,1.13e-17
FBgn0038983,CG5326,1119.7359509902499,-1.10057943913935,0.466329163288827,0.111189106487843,-9.89826678083505,4.24e-23,1.64e-20
FBgn0030592,CG9514,551.363987430634,-1.09765835135414,0.467274316877484,0.131876092971849,-8.32340666619875,8.55e-17,1.93e-14
FBgn0259975,Sfp87B,14397.6425331701,-1.09246803608423,0.468958435062415,0.10551698123608301,-10.3534807695071,4.04e-25,1.7699999999999999e-22
FBgn0039827,CG1544,402.63143883682096,-1.09130929360777,0.469335243969365,0.148989046699961,-7.32476190552103,2.39e-13,3.65e-11
FBgn0052072,Elo68alpha,1132.14877184465,-1.08821125123966,0.470344177062498,0.122295442183113,-8.898215925416741,5.679999999999999e-19,1.5100000000000001e-16
FBgn0032726,CG10621,1610.58676608342,-1.08655819268208,0.47088341235027,0.103022005376032,-10.5468553899347,5.249999999999999e-26,2.55e-23
FBgn0259968,Sfp60F,16800.2244596442,-1.0835548656189902,0.4718646938402,0.096284460118032,-11.253683764656401,2.2200000000000002e-29,1.44e-26
FBgn0039755,CG15531,1770.1670137170101,-1.0688422152517099,0.4767014056979821,0.11204830188274902,-9.5391201588238,1.4400000000000001e-21,4.439999999999999e-19
FBgn0032713,CG17323,741.926313675948,-1.06395270065228,0.478319760698104,0.11773218191327099,-9.03705922511531,1.61e-19,4.46e-17
FBgn0034045,CG8249,344.933852733083,-1.057196491661,0.480565007916645,0.132960603187666,-7.951201079983231,1.85e-15,3.5799999999999994e-13
FBgn0267692,CR46028,20.6324198876187,-1.05284291668575,0.48201738396078103,0.20976597376949302,-5.01913107148014,5.19e-07,2.8100000000000002e-05
FBgn0037801,CG3999,326.756161269803,-1.04560827756478,0.484440612703202,0.16222709506365898,-6.44533687269984,1.15e-10,1.1499999999999999e-08
FBgn0031542,CG15414,79.88772446141459,-1.04377190389428,0.485057638745337,0.199569187592583,-5.23012553433409,1.69e-07,1.01e-05
FBgn0041711,yellow-e,683.7900180854799,-1.03865415721,0.486781364300281,0.11477312641952198,-9.04962851158626,1.43e-19,4.06e-17
FBgn0038986,CG5278,316.62706846311903,-1.03748756495452,0.487175144699624,0.143842555191238,-7.21266084000794,5.489999999999999e-13,7.84e-11
FBgn0038326,CG5044,615.556156609346,-1.03194374806167,0.48905080486948205,0.118610028762148,-8.700307712858349,3.3099999999999997e-18,8.480000000000001e-16
FBgn0038449,CG17562,895.1146808942099,-1.0306976960602499,0.489473379255514,0.11200861324310099,-9.201950334151949,3.52e-20,1.0400000000000002e-17
FBgn0031940,CG7214,18412.4528818121,-1.02664980235165,0.490848665341954,0.106871810469037,-9.606366710228901,7.52e-22,2.5500000000000004e-19
FBgn0043865,SA-2,159.337781118846,-1.02255002230101,0.4922455188340639,0.161316873795121,-6.33876666615606,2.3199999999999997e-10,2.17e-08
FBgn0051148,Gba1a,824.3881241762401,-1.01771605604226,0.4938976275962029,0.146128029758014,-6.964550591201331,3.2900000000000003e-12,4.34e-10
FBgn0039241,CG11089,1720.37065813099,-1.01604004032594,0.494471734511098,0.132727658772126,-7.65507392901679,1.93e-14,3.28e-12
FBgn0003357,Jon99Ciii,4471.29515454166,-1.014583997069,0.4949710331524821,0.21162606520944302,-4.79422984151257,1.63e-06,7.72e-05
FBgn0029898,CG14439,1254.6874296933502,-1.01356658627326,0.49532021747037297,0.126791800121035,-7.993944287451639,1.31e-15,2.57e-13
FBgn0039030,CG6660,498.66247479051805,-1.0093695848072,0.496763271200324,0.13081637697205,-7.715926768273509,1.2e-14,2.15e-12
FBgn0030589,CG9519,295.23857210799997,-0.9976216899078579,0.5008249392445929,0.136940251833749,-7.28508730303062,3.21e-13,4.7999999999999996e-11
FBgn0011694,EbpII,20174.964530506102,-0.994814640931853,0.5018003419809051,0.09411156346877002,-10.5705888231469,4.0800000000000005e-26,2.0499999999999999e-23
FBgn0051104,CG31104,945.0238241389341,-0.985208048565119,0.505152870765766,0.120009766495976,-8.209398929195912,2.22e-16,4.79e-14
FBgn0037763,CG16904,4283.28487400133,-0.9844750964824329,0.505409575687072,0.09024087995015699,-10.9094137493583,1.0400000000000002e-27,6.13e-25
FBgn0039495,CG5909,130.728305972752,-0.979363992667598,0.507203289506807,0.17032377354458803,-5.75001347308228,8.92e-09,6.92e-07
FBgn0259164,CG42269,239.652521358511,-0.976189051769511,0.508320721577734,0.157657420208126,-6.191837025373321,5.95e-10,5.42e-08
FBgn0266951,CR45402,22.730501268239898,-0.9742089877818209,0.509018858430057,0.210217668461836,-4.63428690323755,3.58e-06,0.00015148023395700002
FBgn0259952,Sfp24Bb,6193.50886435654,-0.9714647734311691,0.5099880072597971,0.10464599924162,-9.28334365834785,1.64e-20,4.95e-18
FBgn0036992,CG11796,1847.6511206713699,-0.9669201615656919,0.5115970457546961,0.21190113267525,-4.56307217124483,5.04e-06,0.000208015994526
FBgn0265541,CR44391,816.439783089957,-0.965839902321147,0.511980262153995,0.138845755343353,-6.95620762718108,3.5e-12,4.5600000000000003e-10
FBgn0033308,CG8736,3427.4773132209802,-0.9650715755411691,0.512252996793295,0.19962503013425,-4.83442168996617,1.34e-06,6.47e-05
FBgn0039475,CG6277,734.8360962711321,-0.9602632487639811,0.513963121849174,0.11921372130296999,-8.05497251716159,7.95e-16,1.59e-13
FBgn0004181,Ebp,58213.23153824,-0.958130397263354,0.514723516589114,0.093012550006815,-10.3010872962106,6.9700000000000005e-25,2.96e-22
FBgn0032076,CG9510,1972.20427260793,-0.9564666527960451,0.5153174483342151,0.111021135347849,-8.615176288724308,6.98e-18,1.7600000000000002e-15
FBgn0032835,CG16772,1862.59159079957,-0.950346764584043,0.51750805930601,0.116129595575842,-8.1835018874529,2.76e-16,5.67e-14
FBgn0035476,CG12766,136.442667112739,-0.9478570846617851,0.518401901565701,0.17417089905196,-5.442109386936179,5.2699999999999995e-08,3.54e-06
FBgn0031373,CG15358,228.19411145106002,-0.944492319893,0.51961236953249,0.148114121647667,-6.376787772740201,1.8100000000000002e-10,1.72e-08
FBgn0005664,Crys,1172.90161654282,-0.940998274270476,0.520872337563183,0.20328601585139602,-4.6289375603600496,3.68e-06,0.000154963109095
FBgn0036665,CG13024,204.966633748214,-0.933771451817453,0.523488064104115,0.15942875227045902,-5.85698274946905,4.7100000000000005e-09,3.8100000000000004e-07
FBgn0032066,LManIII,935.137566843461,-0.9306246830083449,0.524631128779364,0.12190712291915198,-7.63388275208108,2.28e-14,3.8199999999999995e-12
FBgn0053532,lectin-37Da,223.79218198440202,0.621026864200114,,0.211723234317038,2.93320129084265,0.003354863069027,0.054220977410842
FBgn0027562,CG10345,464.57222956123496,-0.928358208222308,0.5254559723467489,0.142736935021541,-6.50398026328787,7.820000000000001e-11,8.23e-09
FBgn0265752,CR44559,24.5832105903114,0.6123770790150871,,0.211929965999685,2.88952567951621,0.0038582349306970003,0.060554216669529
FBgn0033520,Prx2540-1,352.486908195963,-0.924753817020172,0.526770398956368,0.15473421536288098,-5.976401630702361,2.28e-09,1.96e-07
FBgn0036780,CG7330,169.791796025338,-0.9175574205217929,0.529404579410592,0.170701544798429,-5.3752145102452396,7.65e-08,4.92e-06
FBgn0035844,CG13676,463.48738947883,-0.9171011899023159,0.529572022124822,0.138446191543017,-6.62424281723458,3.4900000000000004e-11,3.8200000000000005e-09
FBgn0010424,TpnC73F,1204.81674924861,-0.916148161907596,0.529921966973356,0.123465496420769,-7.42027682604843,1.17e-13,1.87e-11
FBgn0035546,CG11345,31.239874480952803,-0.915475821367405,0.5301689845654001,0.212481546278511,-4.30849566657164,1.64e-05,0.0005998573717359999
FBgn0266702,CR45192,173.59857492011503,-0.9127042036577271,0.531188491872859,0.188355056198698,-4.845658099535711,1.26e-06,6.21e-05
FBgn0267645,CR45983,12.8294132452156,0.579085464636942,,0.19708285291147798,2.93828436153726,0.0033003415916750003,0.053530988588510006
FBgn0266005,CR44779,55.451246064715,0.577038009810579,,0.202329631102702,2.85196986059681,0.0043449220065629995,0.067182985377113
FBgn0035904,GstO3,1528.4947501059,0.5768712060245881,,0.102993357889799,5.60105251293803,2.13e-08,1.54e-06
FBgn0051469,CG31469,92.84146582108221,0.575624665746455,,0.18646935427919395,3.0869665847857797,0.0020221032605979997,0.035791491350558
FBgn0262033,CR42844,43.8631255709431,0.569085803282504,,0.20880827199612498,2.72539874901635,0.006422387133461999,0.09168278414708698
FBgn0033731,Cpr49Ah,181.8333604066,0.5633154910881351,,0.17432158846179602,3.23147291198295,0.0012315399622720002,0.023548431729306003
FBgn0039479,CG14257,28.11520157008,0.5631146319975411,,0.21251039099568803,2.64982163629338,0.008053427513775,0.10857331869613301
FBgn0263321,CG43402,1203.86575918064,0.5623682508010229,,0.11448183696841499,4.9122923399296905,9e-07,4.61e-05
FBgn0039108,CG10232,20.050613196556,0.561915350234849,,0.209262200813668,2.68522144969311,0.007248176402316,0.100820945530569
FBgn0037396,CG11459,266.09001231664297,0.558537150880953,,0.151231759717591,3.6932530040248297,0.000221403549552,0.005545709573278001
FBgn0030575,CG5321,450.263235349313,0.5582684816923941,,0.135120213127217,4.13164299235363,3.6e-05,0.001177881456006
FBgn0039666,Diedel,16.914190329391502,0.556077645696929,,0.182349182257284,3.04952091812693,0.0022920667060929998,0.039791684912941
FBgn0040725,CG13946,416.690104873004,0.555825295816997,,0.147025332464268,3.7804729736087,0.000156530711329,0.0040709979636
FBgn0262150,CG42876,90.62355491013642,0.5471344773632001,,0.20583961469016498,2.65806209454269,0.007859141131477,0.106376570290062
FBgn0264428,CR43846,38.5538553697002,0.5436297745912929,,0.21194349196314105,2.5649750768749,0.010318321634161999,0.130742347845406
FBgn0000715,FMRFa,95.3875845879014,0.543378912419867,,0.19259601491617803,2.82134037226242,0.004782343148362,0.07270446873702599
FBgn0041183,Tep1,11.885218405128802,0.542002318079754,,0.18426035108309,2.94150268841801,0.003266240074407,0.05310476077862901
FBgn0036589,CG13067,578.723124470828,0.540315808418114,,0.124192798468755,4.3506210913996695,1.36e-05,0.000507706726193
FBgn0259748,CG42397,883.4926269140559,0.539587347227276,,0.143843104647737,3.75122150310014,0.000175975147033,0.004507619992682999
FBgn0034290,CG5773,1056.35825755312,0.532807054678776,,0.123005272332782,4.33157900124236,1.4800000000000002e-05,0.0005476410783150001
FBgn0267627,CR45965,30.134960025763103,0.530479166907088,,0.212500442176726,2.4963673556307997,0.012547258551476002,0.153047243571279
FBgn0032587,CG5953,327.58150500983896,0.530172267212408,,0.141756572329339,3.7400189529179104,0.00018400637997999998,0.004704464434285999
FBgn0052107,CG32107,80.6351311274324,0.524764169815627,,0.197237185543962,2.6605742135712203,0.007800753409235,0.105691644993786
FBgn0085443,spri,1102.22687016695,0.523498418493132,,0.121251609844705,4.3174554066837505,1.58e-05,0.000582286016712
FBgn0015570,alpha-Est2,488.484395655238,0.522005461116246,,0.123351822054711,4.23184232239974,2.3199999999999998e-05,0.000806849123448
FBgn0002466,sti,162.42564285334498,0.521454737433403,,0.165416831463675,3.15236806810626,0.0016195198858929998,0.029631539044319002
FBgn0001285,Jon44E,855.3173630393,0.520345120623395,,0.21238867376583398,2.44996642898714,0.014286953445476999,0.169693508290288
FBgn0033215,CG1942,91.3027831470668,0.513979939339779,,0.19699498184105999,2.6091016864301095,0.009078026185038,0.11919079641013698
FBgn0267611,CR45949,39.1275699045435,0.5129277630940879,,0.21237035508103896,2.41525123833012,0.015724359366946997,0.182768752367871
FBgn0053494,CG33494,648.280682087964,0.51218338295666,,0.116609066054437,4.39231185264409,1.12e-05,0.0004264905105340001
FBgn0035781,CG8560,1837.95777057435,0.510708964238196,,0.126785821411461,4.0281236383742005,5.6200000000000004e-05,0.001717461026451
FBgn0026197,noe,585.033734171207,0.5094737340210129,,0.130189795616307,3.91331541469292,9.1e-05,0.002577729113108
FBgn0265748,CR44555,16.1304707258904,0.5079917489435211,,0.205262805437737,2.47483584695334,0.013329742704853998,0.15986270932959198
FBgn0039151,CG13607,1322.47692084978,0.507133757629047,,0.131772493684983,3.8485555175225494,0.000118816371434,0.0032489098767350005
FBgn0033395,Cyp4p2,525.551906479683,0.501408343902919,,0.12375069054147901,4.05176198782386,5.08e-05,0.001579207632792
FBgn0267640,CR45978,10.5228571480381,0.499341755192599,,0.18678636165378698,2.67333091544522,0.007510212568906999,0.10393338005655199
FBgn0267089,CR45533,28.722251070183898,0.498504384822158,,0.21241261955793303,2.34686802441226,0.018931959262149,0.20957140585441802
FBgn0266642,CR45149,27.118847585431105,0.498238727645174,,0.212506426525219,2.3445819300248103,0.019048424975801996,0.21053337852591802
FBgn0044047,Ilp6,280.480725561559,0.49788353832902504,,0.151323448255335,3.29019424331992,0.001001182436228,0.019813487979938
FBgn0039387,MCO3,19.7564913193877,0.496794308163398,,0.20983120403829394,2.36759022777533,0.017904353755456,0.20129711966981303
FBgn0267212,CR45652,10.1402775065992,0.495553235291401,,0.18794167564561803,2.63673947563294,0.008370709235048,0.112182377665367
FBgn0085359,CG34330,1728.04718694855,0.49238881410453206,,0.11279971932202698,4.36515992295009,1.27e-05,0.00047904344610400005
FBgn0010383,Cyp18a1,243.82175231117,0.487797348485063,,0.153650962051879,3.1747106687191597,0.001499859716086,0.027893281514502998
FBgn0039182,CG5728,230.39411734306302,0.48569632042885996,,0.14753235220444,3.29213432288952,0.000994301097012,0.019706031668666
FBgn0262357,CG43055,72.4513892355925,0.48197572029801206,,0.205818374310008,2.34175263464111,0.019193431200027998,0.21167345407926802
FBgn0034761,CG4250,1705.25403323237,0.481482429112141,,0.10852213647411502,4.4367208825360995,9.13e-06,0.000354293277546
FBgn0015522,olf186-M,262.91436105819696,0.48147295118775607,,0.146211446367264,3.2929908235662997,0.00099127709868,0.019674821479063
FBgn0023535,arg,111.209230251792,0.48116774546673996,,0.17975416601404298,2.6768099796315603,0.0074326775704830015,0.103019097992577
FBgn0011706,rpr,49.8970021361246,0.47963919112815095,,0.204873889848439,2.34114357609443,0.019224772399228998,0.21184700494474804
FBgn0033408,CG8800,29.8651318622824,0.47943900016844304,,0.21245486702550198,2.25666282387823,0.024029151508156002,0.24813614569099804
FBgn0051436,CG31436,202.771926472832,0.476778280393974,,0.18161237500353197,2.62525216348667,0.00865848170148,0.11507783198079699
FBgn0260648,Rrp40,39.280863171995705,0.473959230593025,,0.20982561413537498,2.25882446500186,0.023894306065313002,0.24762526652113198
FBgn0033782,sug,617.0494095982859,0.47268315010642,,0.138604737064903,3.4102957814860497,0.000648924617232,0.013808464895828002
FBgn0052457,CG32457,693.842961624485,0.47250387859384096,,0.155961263537646,3.0296233043776803,0.002448589294869,0.041919354687438994
FBgn0039099,GILT2,1073.6227495426401,0.47036859491668104,,0.115528885259465,4.07143714630576,4.6700000000000003e-05,0.001475173543832
FBgn0038337,CG6125,544.1641648904811,0.46974427224540294,,0.14238283659279902,3.29916360346735,0.0009697337660960001,0.019305842591367
FBgn0262028,CR42839,69.92335909481521,0.468090909410915,,0.199112418521459,2.35088756837367,0.01872869194015,0.208069330425103
FBgn0034538,CG16799,1068.5835980280199,0.46681142580796203,,0.124840610429466,3.73925939806026,0.000184563202306,0.004709830891923001
FBgn0265738,CR44545,6.67143071511307,0.4642811245177221,,0.16501746066031198,2.81352726347816,0.004900123074501999,0.07391563428826899
FBgn0011569,can,158.961173408822,0.464109428953724,,0.17563742636498297,2.64242900023644,0.008231372132452,0.110642681257592
FBgn0032036,CG13384,848.328190457619,0.463951360153192,,0.119345117166256,3.88747668249282,0.000101291714517,0.0028353326108939998
FBgn0037164,CG11438,266.379939386778,0.46339375034956604,,0.140919363442898,3.28836108131683,0.0010077250312410001,0.019856132110491
FBgn0036705,CG13723,179.476159163989,0.46164563169848605,,0.15777355028636803,2.92600141697117,0.003433493734209,0.055228804426087
FBgn0032105,borr,109.946599494846,0.46008886101981106,,0.183795407033296,2.5032663680026697,0.01230528935477,0.15077311216639
FBgn0267681,CR46017,7.973421791912281,0.45971297252260795,,0.17417576511322502,2.6393624407148,0.008306212500575,0.11142800484960999
FBgn0050148,CG30148,262.619324079968,0.458995292164619,,0.152545186306154,3.0089136424366005,0.0026218362823080005,0.044271205682354
FBgn0058469,CR40469,154.596572963423,0.458496847852865,,0.162097621992577,2.8285229740992794,0.004676334450933,0.071493149218324
FBgn0052087,CG32087,254.71213951220298,0.458009396043142,,0.151572906680414,3.0217101860350097,0.002513510707867,0.042922542603783996
FBgn0030538,betaNACtes1,29.1254249774552,0.45791022481980703,,0.212449483691096,2.15538403230771,0.031131794843056,0.29670493562545003
FBgn0267214,CR45654,18.3828271850025,0.45736600464052,,0.208521680061309,2.1933738712734603,0.028280453269426003,0.27801262388538894
FBgn0011824,CG4038,139.392473167835,0.454265230048844,,0.167925587397651,2.7051579040967404,0.0068271927936549995,0.09614727112724099
FBgn0265977,CR44756,112.89422725483801,0.45330057428976095,,0.1760712954377,2.57452853494882,0.010037680639101999,0.12855806826080599
FBgn0041161,blue,858.861856303929,0.45209872706129206,,0.110065866642044,4.1075288902381,4e-05,0.001289606388803
FBgn0032472,CG9928,2864.4679081463896,0.45032372122024106,,0.14063391172186301,3.20209909335995,0.0013643005757869998,0.025760423667441003
FBgn0051259,CG31259,137.943500501046,0.44888616283569605,,0.194221603405764,2.31120614269615,0.020821471238733003,0.224343090108758
FBgn0037888,scpr-B,1059.09247176111,0.44750778805153496,,0.148520944101109,3.0130954981466096,0.0025859752720360004,0.043884000366447
FBgn0031276,CG12506,627.883504443019,0.44604630725436,,0.149325431988682,2.98707528459163,0.0028166035225259995,0.046860550762027
FBgn0032144,CG17633,3761.8484938997294,0.44593518791141706,,0.140534142871305,3.17314482303268,0.001507972833926,0.028005799170148997
FBgn0040653,IM4,3587.6726756430394,0.445542609582465,,0.210410484979926,2.11749243211416,0.034218076910080004,0.314187601369682
FBgn0024352,Hop,1028.51995499879,0.444386275695056,,0.106476180084916,4.17357455292493,2.9999999999999997e-05,0.0010026761320030002
FBgn0010621,Cct5,772.42861249532,0.44227478893701,,0.110901405518361,3.9879998532912,6.659999999999999e-05,0.001975121401147
FBgn0052645,CG32645,84.782220076173,0.44198692213781604,,0.19213493980473298,2.30039847300553,0.021425655265968003,0.22921567840093
FBgn0260756,CG42554,240.31653823,0.441739300874206,,0.145353451530886,3.0390699100828797,0.0023730977796510002,0.040936690541989
FBgn0052029,Cpr66D,169.683794007322,0.44030345658064096,,0.16206917289305,2.71676253244779,0.006592388842757,0.093519614346158
FBgn0050417,tbrd-3,73.00589668269741,0.44004617213556496,,0.194126083451403,2.26680600727066,0.023402078999307997,0.243935831749738
FBgn0264828,CR44036,16.0932999717275,0.437124942316117,,0.204793201976001,2.13446998288225,0.032804328251448,0.306715950648522
FBgn0033756,CG17760,28.7789520630307,0.437001943554575,,0.21250035109128798,2.056476336676,0.039736624887046,0.347817162776622
FBgn0013984,InR,505.722319526986,0.43686146132831605,,0.12871298303358097,3.39407456056193,0.000688609415967,0.014512206753566003
FBgn0038391,GATAe,272.24425983342,0.43673615436382396,,0.163893314677102,2.66475881108555,0.007704355701993,0.10544610491217699
FBgn0263080,CG43348,53.2913094510561,0.43444597122709294,,0.20960878479498699,2.07265154297809,0.038204720473801,0.33833482397412107
FBgn0026756,Ugt37a1,8.81360525146832,0.43242510252357297,,0.17958794635921502,2.4078737537241404,0.016045728610111,0.18539303115818698
FBgn0085396,CG34367,93.5055372187414,0.42951374941491,,0.188263146876503,2.28145421204854,0.022521583222642,0.23738588030324698
FBgn0266395,CR45035,13.4137809054128,0.42944239955429797,,0.199395909718502,2.15371719590721,0.031262356767687995,0.29721131336004
FBgn0039370,CG4956,156.916312370497,0.42867417249481,,0.16219725482826902,2.64291879014031,0.008219474700428001,0.110592258209122
FBgn0037007,CG5059,2051.53212975546,0.428459190769482,,0.10215553111914599,4.194184945989471,2.7399999999999995e-05,0.0009341327739450001
FBgn0015316,Try29F,36.2776152120434,0.427238080336123,,0.211983524981535,2.01543058769939,0.043859552182486,0.373081002775331
FBgn0266599,Hsc70-4,22216.7540219258,0.426619611076475,,0.09091278715281301,4.69262492590158,2.7e-06,0.000118120714894
FBgn0259098,CG42246,98.5706030751449,0.425779671201669,,0.181798301034068,2.34204428083121,0.019178439362924,0.21167345407926802
FBgn0025627,CG4194,11.7274462314361,0.42565532461832,,0.19363150823323605,2.19827510771441,0.027929507164189998,0.276767145446021
FBgn0086558,Ubi-p5E,3332.10679473813,0.42381272871287395,,0.094790646731128,4.47103953109437,7.78e-06,0.000306307248974
FBgn0265062,CR44173,65.184356504494,0.42303894657218893,,0.20345873377993604,2.07923709497649,0.037595563703279995,0.335126311776582
FBgn0033301,CG12780,356.30758539920197,0.42223391844794,,0.15307231726426998,2.75839502526757,0.005808595799552,0.084069825772614
FBgn0265674,CR44481,10.94972873223,0.42026440310369395,,0.19066220967026898,2.2042354582510097,0.027507789308337,0.273928454202056
FBgn0260985,RfC4,76.2288219944544,0.41979994030182793,,0.19415064509152397,2.16223819449032,0.030599820923058997,0.294494499638673
FBgn0032961,CG1416,907.140699298528,0.41920653558549104,,0.107130515007312,3.91304508857145,9.109999999999999e-05,0.002577729113108
FBgn0032202,REPTOR-BP,528.053719502827,0.419143642395547,,0.124773241521587,3.3592430338762402,0.000781562999302,0.016149922798369
