subject_id	property_id	property_label	property_description	property_uri	object_id	subject_qid	property_pid	object_qid	reference_uri	reference_supporting_text	reference_date	property_term	subject_type	object_type	subject_term	object_term	prevalence	curation_evidence	curation_date	curator_uri	comments
UniProt:Q96IV0	BFO:0000050	is part of			GO:0005737	Q21119040	P681	Q79899	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97.	2014-03-20	in_cell_component	protein	cell component	N-Glycanase 1	cytoplasm		GOA (human)	2017-03-22	http://orcid.org/0000-0003-0169-8159	
Reactome:R-HSA-8850594	RO:0002331	involved in			Reactome:R-HSA-532668	Q29017200	P361	Q29017194	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The enzyme N-glycanase 1 (NGLY1), also known as peptide:N-glycanase (PNGase, EC 3.5.1.52), catalyzes protein deglycosilation by cleaving the beta-aspartyl glycosylamine bond of N-linked glycoproteins with the subsequent release of intact N-glycan species.(...).Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97. The ERAD pathway is a mechanism for identifying and degrading misfolded glycoproteins.	2014-03-20	participates	reaction 	pathway	Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins	ERAD pathway		http://www.reactome.org/content/detail/R-HSA-532668	2017-03-22	http://orcid.org/0000-0003-0169-8159	
Reactome:R-HSA-8850590	RO:0002327	enables			Reactome:R-HSA-8850594	Q29017196	P128	Q29017200	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The enzyme N-glycanase 1 (NGLY1), also known as peptide:N-glycanase (PNGase, EC 3.5.1.52), catalyzes protein deglycosilation by cleaving the beta-aspartyl glycosylamine bond of N-linked glycoproteins with the subsequent release of intact N-glycan species.(...). Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97.	2014-03-20	regulates	protein complex	reaction	Deglycosylation complex|ERAD machinery|AAA ATPase complex p97	Deglycosylation complex hydrolyses N-glycans from unfolded glycoproteins		http://www.reactome.org/content/detail/R-HSA-8850594	2017-03-22	http://orcid.org/0000-0003-0169-8159	
UniProt:Q96IV0	BFO:0000050	is part of			Reactome:R-HSA-8850590	Q21119040	P361	Q29017196	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97.	2014-03-20	is_component_of	protein	protein complex	N-Glycanase 1	Deglycosylation complex|ERAD machinery|AAA ATPase complex p97		http://www.reactome.org/content/detail/R-HSA-8850590	2017-03-22	http://orcid.org/0000-0003-0169-8159	
UniProt:P55072	BFO:0000050	is part of			Reactome:R-HSA-8850590	Q21109279	P361	Q29017196	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97.	2014-03-20	is_component_of	protein	protein complex	Transitional endoplasmic reticulum ATPase|AAA ATPase p97	Deglycosylation complex|ERAD machinery|AAA ATPase complex p97		http://www.sciencedirect.com/science/article/pii/S109727650000143X;http://www.reactome.org/content/detail/R-HSA-8850590	2017-03-22	http://orcid.org/0000-0003-0169-8159	
UniProt:Q96IV0	RO:0002434	interacts with			UniProt:P55072	Q21119040	P129	Q21109279	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97.	2014-03-20	interacts	protein	protein	N-Glycanase 1	Transitional endoplasmic reticulum ATPase|AAA ATPase p97		https://thebiogrid.org/120885/summary/homo-sapiens/ngly1.html	2017-03-22	http://orcid.org/0000-0003-0169-8159	
NCBIGene:55768	RO:0002434	interacts with			NCBIGene:7415	Q18042037	P129	Q18032318	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Evidence suggests that NGLY1 participates as a key cytoplasmic component of the endoplasmic reticulum-associated degradation (ERAD) machinery along with the AAA ATPase complex p97.	2014-03-20	interacts	gene	gene	NGLY1	VCP|p97		https://thebiogrid.org/120885/summary/homo-sapiens/ngly1.html	2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0060728	skos:exactMatch	exact match			OMIM:615273	Q28024539	P2888	Q28024539	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The finding of compound heterozygous loss of function mutations in NGLY1 in the original case suggested that NGLY1 deficiency (OMIM 615273) represents a new disorder.	2014-03-20	same_as	disease	disease	NGLY1 deficiency	NGLY1 deficiency			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0060728	SIO:000008	has attribute			HP:0000007	Q28024539	P1552	Q15729064	https://www.ncbi.nlm.nih.gov/pubmed/24651605	NGLY1 deficiency is a novel autosomal recessive disorder of the endoplasmic reticulum-associated degradation pathway associated with neurological dysfunction, abnormal tear production, and liver disease.	2014-03-20	has_attribute	disease	mode of inheritance	NGLY1 deficiency	autosomal recessive disorder			2017-03-22	http://orcid.org/0000-0003-0169-8159	
Reactome:R-HSA-532668	RO:0002200	has phenotype			DOID:0060728	Q29017194	P2293	Q28024539	https://www.ncbi.nlm.nih.gov/pubmed/24651605	These observations confirm NGLY1 deficiency as an inherited disorder associated with the ERAD process and document its clinical presentation.	2014-03-20	associates	pathway	disease	ERAD pathway	NGLY1 deficiency			2017-03-22	http://orcid.org/0000-0003-0169-8159	
UniProt:Q96IV0	RO:0002200	has phenotype			DOID:0060728	Q21119040	P2293	Q28024539	https://www.ncbi.nlm.nih.gov/pubmed/24651605	To define the phenotype associated with a novel inherited disorder of cytosolic endoplasmic reticulum-associated degradation pathway dysfunction, we studied a series of eight patients with deficiency of N-glycanase 1.	2014-03-20	associates	protein	disease	N-Glycanase 1	NGLY1 deficiency			2017-03-22	http://orcid.org/0000-0003-0169-8159	
NCBIGene:55768	RO:0002200	has phenotype			DOID:0060728	Q18042037	P2293	Q28024539	https://www.ncbi.nlm.nih.gov/pubmed/24651605	To date, a single patient with NGLY1 deficiency has been reported as part of a whole-exome sequencing (WES) study focusing on the utility of this technology to detect  the underlying genetic etiology of disorders affecting patients with previously undiagnosed or unresolved genetic conditions. Neet et al. described a 3-year-old boy with compound heterozygous inactivating mutations in NGLY1 and suggested that this could be a new disorder. 	2014-03-20	associates	gene	disease	NGLY1	NGLY1 deficiency			2017-03-22	http://orcid.org/0000-0003-0169-8159	
NCBIGene:55768	RO:0002205	has gene product			UniProt:Q96IV0	Q18042037	P688	Q21119040	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Misfolded glycoproteins are detected by ER luminal lectins and are then translocated to the cytosol via the ERAD machinery to be subsequently degraded by cytosolic enzymes including NGLY1. To date, a single patient with NGLY1 deficiency has been reported as part of a whole-exome sequencing (WES) study focusing on the utility of this technology to detect  the underlying genetic etiology of disorders affecting patients with previously undiagnosed or unresolved genetic conditions. Neet et al. described a 3-year-old boy with compound heterozygous inactivating mutations in NGLY1 and suggested that this could be a new disorder. 	2014-03-20	encodes	gene	protein	NGLY1 gene	N-Glycanase 1			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0060728	PATO:0001668	associated with			SO:0001587	Q28024539	P2293	Q28371788	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The finding of compound heterozygous loss of function mutations in NGLY1 in the original case suggested that NGLY1 deficiency (OMIM 615273) represents a new disorder.	2014-03-20	associates	disease	variant class	NGLY1 deficiency	nonsense mutation|loss of function mutation|inactivating mutation|stop-gain mutation			2017-03-22	http://orcid.org/0000-0003-0169-8159	
HGVS:NM_018297.3:c.1201A>T	RO:0002200	has phenotype			DOID:0060728	Q29016913	P2293	Q28024539	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The nonsense mutation c.1201A>T (p.R401X) was the most commonly detected deleterious allele in NGLY1, present in homozygous state in five of eight cases (Patients 4-8) and in a compound heterozygous state in one case (Patient 1). Clearly, homozygous mutations associated with p.R401X cause a severe phenotype. However, the range of outcomes is variable, with some patients having an early demise and others living at least into their teenage years. Patients 2 and 3 appear to have a relatively mild phenotype and are the only two individuals in the current cohort who do not carry the p.R401X mutation. Aside from these broad considerations, more detailed genotype-phenotype correlations will be possible only with the detection of further patients. Consistent with the severe presentation of NGLY1 deficiency, NGLY1 is among the 20% of genes in the human genome that are the most intolerant of functional genetic variation in the human population, and we may expect that less extreme mutations than those seen here may also be associated with disease.	2014-03-20	associates	variant	disease	c.1201A>T (p.R401X)	NGLY1 deficiency			2017-03-22	http://orcid.org/0000-0003-0169-8159	
HGVS:NM_018297.3:c.1201A>T	SIO:000008	has attribute			SO:0001587	Q29016913	P1552	Q28371788	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The nonsense mutation c.1201A>T (p.R401X) was the most common deleterious allele.	2014-03-20	has_attribute	variant	variant class	c.1201A>T (p.R401X)	nonsense mutation|loss of function mutation|inactivating mutation|stop-gain mutation			2017-03-22	http://orcid.org/0000-0003-0169-8159	
HGVS:NM_018297.3:c.1201A>T	GENO:0000418	has affected feature			NCBIGene:55768	Q29016913	P3433	Q18042037	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The nonsense mutation c.1201A>T (p.R401X) was the most commonly detected deleterious allele in NGLY1, present in homozygous state in five of eight cases (Patients 4-8) and in a compound heterozygous state in one case (Patient 1).	2014-03-20	in_gene	variant	gene	c.1201A>T (p.R401X)	NGLY1			2017-03-22	http://orcid.org/0000-0003-0169-8159	
SO:0001587	GENO:0000418	has affected feature			NCBIGene:55768	Q28371788	P3433	Q18042037	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The nonsense mutation c.1201A>T (p.R401X) was the most commonly detected deleterious allele in NGLY1, present in homozygous state in five of eight cases (Patients 4-8) and in a compound heterozygous state in one case (Patient 1).	2014-03-20	in_gene	variant class	gene	nonsense mutation|loss of function mutation|inactivating mutation|stop-gain mutation	NGLY1			2017-03-22	http://orcid.org/0000-0003-0169-8159	
GO:0006517	RO:0002200	has phenotype			DOID:0060728	Q14905965	P2293	Q28024539	https://www.ncbi.nlm.nih.gov/pubmed/24651605	On the basis of the initial report of a single NGLY1-deficient patient, a recent CDG review considered that NGLY1 deficiency may even be considered to be the first "congenital disorder of deglycosylation".	2014-03-20	associates	biological process	disease	deglycosilation	NGLY1 deficiency			2017-03-22	http://orcid.org/0000-0003-0169-8159	
GO:0000502	RO:0002200	has phenotype			DOID:0060728	Q14878333	P2293	Q28024539	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Soon after the initial report, we were able to identify the seven additional cases reported herein, therefore confirming NGLY1 deficiency as an inherited disorder of the ERAD pathway and the first to be identified that involves the cytosolic proteasome.	2014-03-20	associates	protein complex	disease	proteasome	NGLY1 deficiency			2017-03-22	http://orcid.org/0000-0003-0169-8159	
MESH:D006023	RO:0002331	involved in			Reactome:R-HSA-532668	Q29017226	P361	Q29017194	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The ERAD pathway is a mechanism for identifying and degrading misfolded glycoproteins.	2014-03-20	participates	protein	pathway	misfolded glycoprotein	ERAD pathway			2017-03-22	http://orcid.org/0000-0003-0169-8159	
MESH:D006023	RO:0002331	involved in			MESH:D055571	Q29017226	P361	Q7444453	https://www.ncbi.nlm.nih.gov/pubmed/24651605	The ERAD pathway is a mechanism for identifying and degrading misfolded glycoproteins. N-glycans that are high in mannose content act as quality control tags for proteins in the early stages of the secretory pathway. Misfolded glycoproteins are detected by ER luminal lectins and are then translocated to the cytosol via the ERAD machinery to be subsequently degraded by cytosolic enzymes including NGLY1.	2014-03-20	participates	protein	pathway	misfolded glycoprotein	Secretory pathway			2017-03-22	http://orcid.org/0000-0003-0169-8159	
MESH:D006023	RO:0002434	interacts with			UMLS:C0023206	Q29017226	P129	Q408693	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Misfolded glycoproteins are detected by ER luminal lectins and are then translocated to the cytosol via the ERAD machinery to be subsequently degraded by cytosolic enzymes including NGLY1.	2014-03-20	interacts	protein	protein	misfolded glycoprotein	ER luminal lectins			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0050602	SIO:000008	has attribute			HP:0000007	Q7843329	P1552	Q15729064	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Triple-A syndrome (OMIM 231550) is an autosomal recessive condition characterized by adrenocorticotropin hormone-resistant adrenal insufficiency, achalasia, and alacrima.	2014-03-20	has_attribute	disease	mode of inheritance	Triple-A syndrome	autosomal recessive disorder			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0050602	skos:exactMatch	exact match			OMIM:231550	Q7843329	P2888	Q7843329	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Triple-A syndrome (OMIM 231550) is an autosomal recessive condition characterized by adrenocorticotropin hormone-resistant adrenal insufficiency, achalasia, and alacrima.	2014-03-20	same_as	disease	disease	Triple-A syndrome	Triple-A syndrome			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0050602	RO:0002200	has phenotype			HP:0008259	Q7843329	P1557	Q29019846	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Triple-A syndrome (OMIM 231550) is an autosomal recessive condition characterized by adrenocorticotropin hormone-resistant adrenal insufficiency, achalasia, and alacrima.	2014-03-20	presents	disease	phenotype	Triple-A syndrome	adrenocorticotropin hormone-resistant adrenal insufficiency			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0050602	RO:0002200	has phenotype			HP:0002571	Q7843329	P1557	Q661015	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Triple-A syndrome (OMIM 231550) is an autosomal recessive condition characterized by adrenocorticotropin hormone-resistant adrenal insufficiency, achalasia, and alacrima.	2014-03-20	presents	disease	phenotype	Triple-A syndrome	achalasia			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0050602	RO:0002200	has phenotype			HP:0000522	Q7843329	P1557	Q19595845	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Triple-A syndrome (OMIM 231550) is an autosomal recessive condition characterized by adrenocorticotropin hormone-resistant adrenal insufficiency, achalasia, and alacrima.	2014-03-20	presents	disease	phenotype	Triple-A syndrome	alacrima			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0050602	RO:0002200	has phenotype			HP:0001251	Q7843329	P1557	Q154709	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Triple-A syndrome (OMIM 231550) is an autosomal recessive condition characterized by adrenocorticotropin hormone-resistant adrenal insufficiency, achalasia, and alacrima. In addition, affected individuals have late-onset cerebellar ataxia, peripheral neuropathy, and mild dementia.	2014-03-20	presents	disease	phenotype	Triple-A syndrome	late-onset cerebellar ataxia			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0050602	RO:0002200	has phenotype			HP:0009830	Q7843329	P1557	Q18556979	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Triple-A syndrome (OMIM 231550) is an autosomal recessive condition characterized by adrenocorticotropin hormone-resistant adrenal insufficiency, achalasia, and alacrima. In addition, affected individuals have late-onset cerebellar ataxia, peripheral neuropathy, and mild dementia.	2014-03-20	presents	disease	phenotype	Triple-A syndrome	peripheral neuropathy			2017-03-22	http://orcid.org/0000-0003-0169-8159	
DOID:0050602	RO:0002200	has phenotype			HP:0000726	Q7843329	P1557	Q83030	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Triple-A syndrome (OMIM 231550) is an autosomal recessive condition characterized by adrenocorticotropin hormone-resistant adrenal insufficiency, achalasia, and alacrima. In addition, affected individuals have late-onset cerebellar ataxia, peripheral neuropathy, and mild dementia.	2014-03-20	presents	disease	phenotype	Triple-A syndrome	mild dementia			2017-03-22	http://orcid.org/0000-0003-0169-8159	
UniProt:Q9NRG9	RO:0002200	has phenotype			DOID:0050602	Q4649718	P2293	Q7843329	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Aladin, the gene product of triple-A syndrome, is a member of the WD-repeat family of regulatory proteins, with ubiquitous expression in human tissues but with particularly abundant expression in the cerebellum, adrenal and pituitary glands, and gastrointestinal structures.	2014-03-20	associates	protein	disease	Aladin	Triple-A syndrome			2017-03-22	http://orcid.org/0000-0003-0169-8159	
NCBIGene:8086	RO:0002200	has phenotype			DOID:0050602	Q18032728	P2293	Q7843329	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Aladin, the gene product of triple-A syndrome, is a member of the WD-repeat family of regulatory proteins, with ubiquitous expression in human tissues but with particularly abundant expression in the cerebellum, adrenal and pituitary glands, and gastrointestinal structures.	2014-03-20	associates	gene	disease	AAAS aladin WD repeat nucleoporin	Triple-A syndrome			2017-03-22	http://orcid.org/0000-0003-0169-8159	
NCBIGene:8086	RO:0002205	has gene product			UniProt:Q9NRG9	Q18032728	P688	Q4649718	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Aladin, the gene product of triple-A syndrome, is a member of the WD-repeat family of regulatory proteins, with ubiquitous expression in human tissues but with particularly abundant expression in the cerebellum, adrenal and pituitary glands, and gastrointestinal structures.	2014-03-20	encodes	gene	protein	AAAS aladin WD repeat nucleoporin	Aladin			2017-03-22	http://orcid.org/0000-0003-0169-8159	
InterPro:IPR001680	BFO:0000050	is part of			UniProt:Q9NRG9	Q7948257	P361	Q4649718	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Aladin, the gene product of triple-A syndrome, is a member of the WD-repeat family of regulatory proteins, with ubiquitous expression in human tissues but with particularly abundant expression in the cerebellum, adrenal and pituitary glands, and gastrointestinal structures.	2014-03-20	is_component_of	structural motif	protein	WD40 repeat	Aladin			2017-03-22	http://orcid.org/0000-0003-0169-8159	i couldn't put <protein is instance of protein class (WD repeat protein family [https://www.genenames.org/cgi-bin/genefamilies/set/362])> because i couldn't find this protein class term in any ontology.. 
UniProt:Q9NRG9	RO:0002206	expressed in			UBERON:0002037	Q4649718	P2293	Q130983	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Aladin, the gene product of triple-A syndrome, is a member of the WD-repeat family of regulatory proteins, with ubiquitous expression in human tissues but with particularly abundant expression in the cerebellum, adrenal and pituitary glands, and gastrointestinal structures.	2014-03-20	abundant_protein_expression_in	protein	anatomy	Aladin	cerebellum			2017-03-22	http://orcid.org/0000-0003-0169-8159	
UniProt:Q9NRG9	RO:0002206	expressed in			UBERON:0002369	Q4649718	P2293	Q712294	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Aladin, the gene product of triple-A syndrome, is a member of the WD-repeat family of regulatory proteins, with ubiquitous expression in human tissues but with particularly abundant expression in the cerebellum, adrenal and pituitary glands, and gastrointestinal structures.	2014-03-20	abundant_protein_expression_in	protein	anatomy	Aladin	adrenal gland			2017-03-22	http://orcid.org/0000-0003-0169-8159	
UniProt:Q9NRG9	RO:0002206	expressed in			UBERON:0000007	Q4649718	P2293	Q156871	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Aladin, the gene product of triple-A syndrome, is a member of the WD-repeat family of regulatory proteins, with ubiquitous expression in human tissues but with particularly abundant expression in the cerebellum, adrenal and pituitary glands, and gastrointestinal structures.	2014-03-20	abundant_protein_expression_in	protein	anatomy	Aladin	pituitary gland			2017-03-22	http://orcid.org/0000-0003-0169-8159	
UniProt:Q9NRG9	RO:0002206	expressed in			UBERON:0001007	Q4649718	P2293	Q9649	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Aladin, the gene product of triple-A syndrome, is a member of the WD-repeat family of regulatory proteins, with ubiquitous expression in human tissues but with particularly abundant expression in the cerebellum, adrenal and pituitary glands, and gastrointestinal structures.	2014-03-20	abundant_protein_expression_in	protein	anatomy	Aladin	gastrointestinal structures/tissues			2017-03-22	http://orcid.org/0000-0003-0169-8159	
Orphanet:869	SIO:000008	has attribute			HP:0000007	Q7843329	P1552	Q15729064	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima, achalasia, and mental retardation syndrome (OMIM 615510) is another autosomal recessive condition that features alacrima and neurological involvement, but adrenal fundtion is normal.	2014-03-20	has_attribute	disease	mode of inheritance	Alacrima, achalasia, and mental retardation syndrome	autosomal recessive disorder			2017-03-22	http://orcid.org/0000-0003-0169-8159	
Orphanet:869	skos:exactMatch	exact match			OMIM:615510	Q7843329	P2888	Q29017164	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima, achalasia, and mental retardation syndrome (OMIM 615510) is another autosomal recessive condition that features alacrima and neurological involvement, but adrenal fundtion is normal.	2014-03-20	same_as	disease	disease	Alacrima, achalasia, and mental retardation syndrome	Alacrima, achalasia, and mental retardation syndrome			2017-03-22	http://orcid.org/0000-0003-0169-8159	
Orphanet:869	RO:0002200	has phenotype			HP:0000522	Q7843329	P1557	Q19595845	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima, achalasia, and mental retardation syndrome (OMIM 615510) is another autosomal recessive condition that features alacrima and neurological involvement, but adrenal fundtion is normal.	2014-03-20	presents	disease	phenotype	Alacrima, achalasia, and mental retardation syndrome	alacrima			2017-03-22	http://orcid.org/0000-0003-0169-8159	
Orphanet:869	RO:0002200	has phenotype			HP:0002571	Q7843329	P1557	Q661015	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima, achalasia, and mental retardation syndrome (OMIM 615510) is another autosomal recessive condition that features alacrima and neurological involvement, but adrenal fundtion is normal.(...). In addition to the primary clinical findings delineated in its name, alacrima, achalasia, and  mental retardation patients have variable hypotonia, ataxia, spasticity, and hearing impairment.	2014-03-20	presents	disease	phenotype	Alacrima, achalasia, and mental retardation syndrome	achalasia			2017-03-22	http://orcid.org/0000-0003-0169-8159	
Orphanet:869	RO:0002200	has phenotype			HP:0001263	Q7843329	P1557	Q1142806	https://www.ncbi.nlm.nih.gov/pubmed/24651605	Alacrima, achalasia, and mental retardation syndrome (OMIM 615510) is another autosomal recessive condition that features alacrima and neurological involvement, but adrenal fundtion is normal.(...). In addition to the primary clinical findings delineated in its name, alacrima, achalasia, and  mental retardation patients have variable hypotonia, ataxia, spasticity, and hearing impairment.	2014-03-20	presents	disease	phenotype	Alacrima, achalasia, and mental retardation syndrome	mental retardation			2017-03-22	http://orcid.org/0000-0003-0169-8159	
